2;[16, 512, 0.935]
2;[17, 827, 0.938]
2;[18, 32, 0.943]
2;[19, 915, 0.943]
2;[20, 823, 0.943]
2;[21, 958, 0.953]
2;[22, 901, 0.955]
2;[23, 11, 0.964]
2;[24, 929, 0.965]
2;[25, 566, 0.973]
2;[26, 1150, 0.978]
2;[27, 777, 0.979]
2;[28, 1118, 0.979]
2;[29, 831, 0.981]
2;[30, 1028, 0.982]
2;[31, 1161, 0.983]
2;[32, 852, 0.983]
2;[33, 1136, 0.984]
2;[34, 1209, 0.984]
2;[35, 572, 0.985]
2;[36, 536, 0.987]
2;[37, 906, 0.991]
2;[38, 3, 0.994]
2;[39, 697, 0.995]
2;[40, 1225, 0.995]
3;[1, 1161, 0.88]
3;[2, 901, 0.883]
3;[3, 1209, 0.902]
3;[4, 958, 0.905]
3;[5, 715, 0.905]
3;[6, 356, 0.916]
3;[7, 2, 0.923]
3;[8, 852, 0.925]
3;[9, 645, 0.927]
3;[10, 191, 0.935]
3;[11, 298, 0.943]
3;[12, 572, 0.945]
3;[13, 554, 0.945]
3;[14, 763, 0.947]
3;[15, 1171, 0.948]
3;[16, 831, 0.953]
3;[17, 829, 0.954]
3;[18, 170, 0.956]
3;[19, 711, 0.957]
3;[20, 712, 0.957]
3;[21, 23, 0.958]
3;[22, 1223, 0.959]
3;[23, 4, 0.963]
3;[24, 566, 0.966]
3;[25, 461, 0.969]
3;[26, 338, 0.969]
3;[27, 1028, 0.973]
3;[28, 204, 0.973]
3;[29, 992, 0.975]
3;[30, 1136, 0.976]
3;[31, 1007, 0.978]
3;[32, 568, 0.978]
3;[33, 536, 0.979]
3;[34, 36, 0.979]
3;[35, 1069, 0.981]
3;[36, 1141, 0.982]
3;[37, 427, 0.982]
3;[38, 221, 0.982]
3;[39, 1109, 0.983]
3;[40, 777, 0.984]
3;[41, 1132, 0.984]
3;[42, 915, 0.984]
3;[43, 906, 0.985]
3;[44, 886, 0.985]
3;[45, 551, 0.988]
3;[46, 1225, 0.988]
3;[47, 595, 0.99]
3;[48, 1118, 0.99]
3;[49, 1054, 0.991]
3;[50, 928, 0.992]
3;[51, 780, 0.992]
3;[52, 3, 0.993]
3;[53, 1, 0.993]
3;[54, 1060, 0.993]
3;[55, 697, 0.993]
3;[56, 1150, 0.994]
3;[57, 916, 0.995]
3;[58, 1057, 0.995]
3;[59, 729, 0.995]
3;[60, 1190, 0.995]
3;[61, 907, 0.995]
3;[62, 923, 0.996]
3;[63, 1239, 0.996]
3;[64, 1214, 0.997]
3;[65, 1024, 0.997]
3;[66, 1070, 0.997]
3;[67, 1114, 0.997]
3;[68, 772, 0.997]
3;[69, 735, 0.997]
3;[70, 874, 0.997]
3;[71, 934, 0.997]
3;[72, 929, 0.998]
3;[73, 605, 0.998]
3;[74, 932, 0.998]
3;[75, 839, 0.998]
4;[1, 715, 0.81]
4;[2, 568, 0.845]
4;[3, 928, 0.873]
4;[4, 711, 0.889]
4;[5, 712, 0.889]
4;[6, 1, 0.916]
4;[7, 45, 0.925]
4;[8, 1080, 0.931]
4;[9, 298, 0.937]
4;[10, 1229, 0.937]
4;[11, 1228, 0.945]
4;[12, 536, 0.946]
4;[13, 512, 0.95]
4;[14, 14, 0.953]
4;[15, 827, 0.954]
4;[16, 7, 0.957]
4;[17, 566, 0.96]
4;[18, 1154, 0.965]
4;[19, 831, 0.973]
4;[20, 901, 0.973]
4;[21, 1161, 0.974]
4;[22, 852, 0.975]
4;[23, 1136, 0.976]
4;[24, 1209, 0.976]
4;[25, 551, 0.977]
4;[26, 572, 0.978]
4;[27, 1171, 0.983]
4;[28, 906, 0.987]
4;[29, 427, 0.989]
4;[30, 3, 0.991]
4;[31, 915, 0.992]
4;[32, 697, 0.992]
4;[33, 1225, 0.993]
5;[1, 595, 0.848]
5;[2, 711, 0.863]
5;[3, 712, 0.863]
5;[4, 827, 0.881]
5;[5, 1057, 0.882]
5;[6, 831, 0.918]
5;[7, 204, 0.922]
5;[8, 568, 0.923]
5;[9, 697, 0.936]
5;[10, 715, 0.936]
5;[11, 1141, 0.941]
5;[12, 1007, 0.944]
5;[13, 41, 0.947]
5;[14, 566, 0.948]
5;[15, 298, 0.949]
5;[16, 24, 0.949]
5;[17, 901, 0.965]
5;[18, 512, 0.966]
5;[19, 1161, 0.967]
5;[20, 852, 0.967]
5;[21, 1136, 0.969]
5;[22, 1209, 0.969]
5;[23, 572, 0.971]
5;[24, 536, 0.976]
5;[25, 1171, 0.978]
5;[26, 906, 0.983]
5;[27, 427, 0.986]
5;[28, 3, 0.989]
5;[29, 915, 0.99]
5;[30, 1225, 0.991]
6;[1, 512, 0.922]
6;[2, 1229, 0.924]
6;[3, 568, 0.929]
6;[4, 1150, 0.93]
6;[5, 1228, 0.934]
6;[6, 52, 0.938]
6;[7, 735, 0.943]
6;[8, 25, 0.948]
6;[9, 7, 0.948]
6;[10, 551, 0.95]
6;[11, 47, 0.952]
6;[12, 11, 0.958]
6;[13, 67, 0.96]
6;[14, 1171, 0.962]
6;[15, 711, 0.962]
6;[16, 712, 0.962]
6;[17, 536, 0.963]
6;[18, 31, 0.964]
6;[19, 27, 0.968]
6;[20, 8, 0.968]
6;[21, 17, 0.968]
6;[22, 1118, 0.969]
6;[23, 827, 0.971]
6;[24, 823, 0.975]
6;[25, 298, 0.975]
6;[26, 566, 0.975]
6;[27, 901, 0.975]
6;[28, 923, 0.976]
6;[29, 852, 0.977]
6;[30, 1154, 0.978]
6;[31, 839, 0.979]
6;[32, 1161, 0.979]
6;[33, 554, 0.981]
6;[34, 1136, 0.983]
6;[35, 831, 0.983]
6;[36, 1209, 0.985]
6;[37, 572, 0.985]
6;[38, 427, 0.987]
6;[39, 915, 0.989]
6;[40, 906, 0.989]
6;[41, 1225, 0.991]
6;[42, 595, 0.992]
6;[43, 1054, 0.994]
6;[44, 928, 0.994]
6;[45, 780, 0.994]
6;[46, 3, 0.995]
6;[47, 1, 0.995]
6;[48, 1007, 0.995]
6;[49, 1060, 0.995]
6;[50, 697, 0.995]
6;[51, 204, 0.995]
6;[52, 829, 0.996]
6;[53, 1069, 0.996]
6;[54, 1223, 0.996]
6;[55, 916, 0.996]
6;[56, 715, 0.996]
6;[57, 1057, 0.996]
6;[58, 729, 0.996]
6;[59, 1190, 0.997]
6;[60, 907, 0.997]
6;[61, 461, 0.997]
6;[62, 1239, 0.997]
6;[63, 1132, 0.997]
6;[64, 958, 0.997]
6;[65, 992, 0.997]
6;[66, 1214, 0.997]
6;[67, 1024, 0.998]
6;[68, 1070, 0.998]
6;[69, 170, 0.998]
6;[70, 1114, 0.998]
6;[71, 772, 0.998]
6;[72, 874, 0.998]
6;[73, 934, 0.998]
6;[74, 191, 0.998]
6;[75, 929, 0.998]
6;[76, 1141, 0.998]
6;[77, 221, 0.998]
6;[78, 886, 0.998]
6;[79, 605, 0.999]
6;[80, 932, 0.999]
7;[1, 958, 0.873]
7;[2, 901, 0.879]
7;[3, 711, 0.883]
7;[4, 712, 0.883]
7;[5, 1161, 0.894]
7;[6, 256, 0.899]
7;[7, 118, 0.917]
7;[8, 827, 0.932]
7;[9, 1057, 0.939]
7;[10, 1060, 0.94]
7;[11, 191, 0.942]
7;[12, 1209, 0.945]
7;[13, 1239, 0.952]
7;[14, 568, 0.952]
7;[15, 715, 0.952]
7;[16, 1171, 0.954]
7;[17, 831, 0.959]
7;[18, 1136, 0.959]
7;[19, 829, 0.959]
7;[20, 170, 0.961]
7;[21, 23, 0.963]
7;[22, 1229, 0.963]
7;[23, 2, 0.966]
7;[24, 572, 0.969]
7;[25, 41, 0.969]
7;[26, 566, 0.97]
7;[27, 461, 0.972]
7;[28, 852, 0.973]
7;[29, 338, 0.973]
7;[30, 356, 0.974]
7;[31, 823, 0.975]
7;[32, 1028, 0.976]
7;[33, 204, 0.976]
7;[34, 992, 0.978]
7;[35, 907, 0.978]
7;[36, 512, 0.98]
7;[37, 1007, 0.98]
7;[38, 536, 0.981]
7;[39, 36, 0.982]
7;[40, 1069, 0.983]
7;[41, 1141, 0.984]
7;[42, 427, 0.984]
7;[43, 221, 0.984]
7;[44, 1109, 0.985]
7;[45, 777, 0.986]
7;[46, 1132, 0.986]
7;[47, 915, 0.986]
7;[48, 906, 0.987]
7;[49, 886, 0.987]
7;[50, 551, 0.989]
7;[51, 1225, 0.99]
7;[52, 595, 0.991]
7;[53, 1118, 0.991]
7;[54, 298, 0.992]
7;[55, 1054, 0.992]
7;[56, 928, 0.993]
7;[57, 780, 0.993]
7;[58, 3, 0.993]
7;[59, 1, 0.994]
7;[60, 697, 0.994]
7;[61, 1150, 0.994]
7;[62, 1223, 0.995]
7;[63, 916, 0.995]
7;[64, 729, 0.996]
7;[65, 1190, 0.996]
7;[66, 923, 0.996]
7;[67, 1214, 0.997]
7;[68, 1024, 0.997]
7;[69, 554, 0.997]
7;[70, 1070, 0.997]
7;[71, 1114, 0.997]
7;[72, 772, 0.998]
7;[73, 735, 0.998]
7;[74, 874, 0.998]
7;[75, 934, 0.998]
7;[76, 929, 0.998]
7;[77, 605, 0.998]
7;[78, 932, 0.998]
7;[79, 839, 0.998]
8;[1, 531, 0.868]
8;[2, 100, 0.911]
8;[3, 566, 0.917]
8;[4, 298, 0.92]
8;[5, 36, 0.925]
8;[6, 711, 0.926]
8;[7, 712, 0.926]
8;[8, 1, 0.929]
8;[9, 1161, 0.931]
8;[10, 834, 0.931]
8;[11, 1080, 0.942]
8;[12, 852, 0.945]
8;[13, 900, 0.945]
8;[14, 780, 0.947]
8;[15, 777, 0.949]
8;[16, 958, 0.952]
8;[17, 1136, 0.956]
8;[18, 170, 0.959]
8;[19, 829, 0.96]
8;[20, 191, 0.963]
8;[21, 1171, 0.964]
8;[22, 1209, 0.965]
8;[23, 8, 0.965]
8;[24, 19, 0.966]
8;[25, 901, 0.967]
8;[26, 1060, 0.968]
8;[27, 338, 0.969]
8;[28, 645, 0.972]
8;[29, 1028, 0.973]
8;[30, 1070, 0.973]
8;[31, 461, 0.973]
8;[32, 1239, 0.973]
8;[33, 554, 0.977]
8;[34, 831, 0.977]
8;[35, 204, 0.979]
8;[36, 512, 0.981]
8;[37, 551, 0.981]
8;[38, 572, 0.981]
8;[39, 568, 0.982]
8;[40, 1109, 0.983]
8;[41, 715, 0.983]
8;[42, 1141, 0.984]
8;[43, 536, 0.984]
8;[44, 221, 0.985]
8;[45, 1007, 0.985]
8;[46, 2, 0.986]
8;[47, 1069, 0.987]
8;[48, 1132, 0.988]
8;[49, 906, 0.989]
8;[50, 356, 0.99]
8;[51, 427, 0.991]
8;[52, 3, 0.993]
8;[53, 915, 0.993]
8;[54, 697, 0.993]
8;[55, 1225, 0.994]
8;[56, 1150, 0.994]
9;[1, 204, 0.833]
9;[2, 1190, 0.834]
9;[3, 1089, 0.854]
9;[4, 59, 0.883]
9;[5, 9, 0.922]
9;[6, 1239, 0.934]
9;[7, 874, 0.935]
9;[8, 992, 0.938]
9;[9, 298, 0.946]
9;[10, 763, 0.95]
9;[11, 1161, 0.952]
9;[12, 934, 0.96]
9;[13, 1109, 0.961]
9;[14, 46, 0.963]
9;[15, 901, 0.966]
9;[16, 566, 0.966]
9;[17, 1113, 0.966]
9;[18, 551, 0.967]
9;[19, 568, 0.968]
9;[20, 1028, 0.969]
9;[21, 461, 0.969]
9;[22, 14, 0.97]
9;[23, 488, 0.97]
9;[24, 1171, 0.973]
9;[25, 512, 0.975]
9;[26, 1024, 0.975]
9;[27, 915, 0.977]
9;[28, 831, 0.977]
9;[29, 170, 0.977]
9;[30, 493, 0.978]
9;[31, 933, 0.978]
9;[32, 852, 0.979]
9;[33, 1136, 0.98]
9;[34, 1209, 0.98]
9;[35, 928, 0.981]
9;[36, 715, 0.981]
9;[37, 572, 0.981]
9;[38, 777, 0.982]
9;[39, 1118, 0.982]
9;[40, 221, 0.983]
9;[41, 1007, 0.983]
9;[42, 1060, 0.983]
9;[43, 536, 0.984]
9;[44, 329, 0.985]
9;[45, 2, 0.985]
9;[46, 605, 0.985]
9;[47, 1132, 0.986]
9;[48, 932, 0.987]
9;[49, 906, 0.989]
9;[50, 427, 0.991]
9;[51, 886, 0.992]
9;[52, 3, 0.993]
9;[53, 697, 0.993]
9;[54, 1225, 0.994]
10;[1, 1190, 0.805]
10;[2, 799, 0.914]
10;[3, 1239, 0.917]
10;[4, 992, 0.923]
10;[5, 906, 0.924]
10;[6, 1171, 0.93]
10;[7, 823, 0.932]
10;[8, 1080, 0.937]
10;[9, 81, 0.943]
10;[10, 729, 0.944]
10;[11, 735, 0.953]
10;[12, 46, 0.957]
10;[13, 1087, 0.957]
10;[14, 1189, 0.958]
10;[15, 566, 0.96]
10;[16, 901, 0.96]
10;[17, 852, 0.964]
10;[18, 1223, 0.964]
10;[19, 1161, 0.966]
10;[20, 8, 0.969]
10;[21, 1136, 0.972]
10;[22, 512, 0.972]
10;[23, 831, 0.973]
10;[24, 568, 0.974]
10;[25, 536, 0.975]
10;[26, 1209, 0.976]
10;[27, 572, 0.976]
10;[28, 427, 0.979]
10;[29, 915, 0.982]
10;[30, 551, 0.986]
10;[31, 1225, 0.986]
10;[32, 595, 0.988]
10;[33, 1118, 0.988]
10;[34, 298, 0.989]
10;[35, 1054, 0.99]
10;[36, 711, 0.99]
10;[37, 712, 0.99]
10;[38, 928, 0.991]
10;[39, 780, 0.991]
10;[40, 3, 0.991]
10;[41, 1, 0.991]
10;[42, 1007, 0.992]
10;[43, 1060, 0.992]
10;[44, 697, 0.992]
10;[45, 204, 0.992]
10;[46, 829, 0.993]
10;[47, 1069, 0.993]
10;[48, 916, 0.994]
10;[49, 715, 0.994]
10;[50, 1057, 0.994]
10;[51, 907, 0.995]
10;[52, 923, 0.995]
10;[53, 461, 0.995]
10;[54, 1132, 0.996]
10;[55, 958, 0.996]
10;[56, 1214, 0.996]
10;[57, 1024, 0.996]
10;[58, 554, 0.996]
10;[59, 1070, 0.996]
10;[60, 170, 0.996]
10;[61, 1114, 0.997]
10;[62, 772, 0.997]
10;[63, 874, 0.997]
10;[64, 934, 0.997]
10;[65, 191, 0.997]
10;[66, 929, 0.997]
10;[67, 1141, 0.997]
10;[68, 221, 0.997]
10;[69, 886, 0.998]
10;[70, 605, 0.998]
10;[71, 932, 0.998]
10;[72, 839, 0.998]
10;[73, 1150, 0.999]
11;[1, 796, 0.663]
11;[2, 799, 0.779]
11;[3, 908, 0.794]
11;[4, 834, 0.841]
11;[5, 697, 0.855]
11;[6, 318, 0.863]
11;[7, 96, 0.868]
11;[8, 831, 0.873]
11;[9, 900, 0.874]
11;[10, 772, 0.886]
11;[11, 1028, 0.897]
11;[12, 36, 0.897]
11;[13, 10, 0.904]
11;[14, 1113, 0.911]
11;[15, 356, 0.917]
11;[16, 566, 0.936]
11;[17, 958, 0.936]
11;[18, 33, 0.945]
11;[19, 551, 0.946]
11;[20, 493, 0.952]
11;[21, 827, 0.959]
11;[22, 1239, 0.967]
11;[23, 18, 0.97]
11;[24, 1171, 0.972]
11;[25, 1150, 0.985]
12;[1, 834, 0.798]
12;[2, 566, 0.84]
12;[3, 772, 0.881]
12;[4, 605, 0.909]
12;[5, 36, 0.917]
12;[6, 32, 0.918]
12;[7, 14, 0.918]
12;[8, 568, 0.923]
12;[9, 1239, 0.932]
12;[10, 711, 0.933]
12;[11, 712, 0.933]
12;[12, 1161, 0.934]
12;[13, 831, 0.936]
12;[14, 512, 0.942]
12;[15, 901, 0.947]
12;[16, 170, 0.949]
12;[17, 900, 0.952]
12;[18, 1136, 0.953]
12;[19, 1070, 0.956]
12;[20, 595, 0.958]
12;[21, 551, 0.962]
12;[22, 928, 0.964]
12;[23, 4, 0.965]
12;[24, 298, 0.968]
12;[25, 8, 0.969]
12;[26, 46, 0.969]
12;[27, 992, 0.971]
12;[28, 839, 0.972]
12;[29, 554, 0.972]
12;[30, 852, 0.973]
12;[31, 1171, 0.973]
12;[32, 827, 0.974]
12;[33, 536, 0.981]
12;[34, 1209, 0.982]
12;[35, 572, 0.982]
12;[36, 427, 0.984]
12;[37, 915, 0.986]
12;[38, 906, 0.987]
12;[39, 1225, 0.99]
12;[40, 1118, 0.991]
12;[41, 1054, 0.992]
12;[42, 780, 0.993]
12;[43, 3, 0.993]
12;[44, 1, 0.994]
12;[45, 1007, 0.994]
12;[46, 1060, 0.994]
12;[47, 697, 0.994]
12;[48, 204, 0.994]
12;[49, 829, 0.995]
12;[50, 1069, 0.995]
12;[51, 1223, 0.995]
12;[52, 916, 0.995]
12;[53, 715, 0.995]
12;[54, 1057, 0.996]
12;[55, 729, 0.996]
12;[56, 1190, 0.996]
12;[57, 907, 0.996]
12;[58, 923, 0.996]
12;[59, 461, 0.996]
12;[60, 1132, 0.997]
12;[61, 958, 0.997]
12;[62, 1214, 0.997]
12;[63, 1024, 0.997]
12;[64, 1114, 0.997]
12;[65, 735, 0.998]
12;[66, 874, 0.998]
12;[67, 934, 0.998]
12;[68, 191, 0.998]
12;[69, 929, 0.998]
12;[70, 1141, 0.998]
12;[71, 221, 0.998]
12;[72, 886, 0.998]
12;[73, 932, 0.998]
12;[74, 1150, 0.999]
13;[1, 10, 0.891]
13;[2, 1187, 0.901]
13;[3, 915, 0.901]
13;[4, 156, 0.912]
13;[5, 1161, 0.925]
13;[6, 566, 0.929]
13;[7, 1209, 0.95]
13;[8, 992, 0.953]
13;[9, 1054, 0.954]
13;[10, 948, 0.958]
13;[11, 30, 0.959]
13;[12, 1114, 0.961]
13;[13, 901, 0.964]
13;[14, 852, 0.967]
13;[15, 1171, 0.967]
13;[16, 221, 0.969]
13;[17, 605, 0.973]
13;[18, 1136, 0.974]
13;[19, 831, 0.975]
13;[20, 932, 0.977]
13;[21, 128, 0.977]
13;[22, 568, 0.977]
13;[23, 536, 0.977]
13;[24, 572, 0.978]
13;[25, 427, 0.98]
13;[26, 906, 0.984]
13;[27, 551, 0.987]
13;[28, 1225, 0.987]
13;[29, 595, 0.989]
13;[30, 1118, 0.989]
13;[31, 298, 0.99]
13;[32, 711, 0.991]
13;[33, 712, 0.991]
13;[34, 928, 0.991]
13;[35, 780, 0.992]
13;[36, 3, 0.992]
13;[37, 1, 0.992]
13;[38, 1007, 0.992]
13;[39, 1060, 0.993]
13;[40, 697, 0.993]
13;[41, 204, 0.993]
13;[42, 829, 0.993]
13;[43, 1069, 0.994]
13;[44, 1223, 0.994]
13;[45, 916, 0.994]
13;[46, 715, 0.994]
13;[47, 1057, 0.995]
13;[48, 729, 0.995]
13;[49, 1190, 0.995]
13;[50, 907, 0.995]
13;[51, 923, 0.995]
13;[52, 461, 0.996]
13;[53, 1239, 0.996]
13;[54, 1132, 0.996]
13;[55, 958, 0.996]
13;[56, 1214, 0.996]
13;[57, 1024, 0.996]
13;[58, 554, 0.996]
13;[59, 1070, 0.997]
13;[60, 170, 0.997]
13;[61, 772, 0.997]
13;[62, 735, 0.997]
13;[63, 874, 0.997]
13;[64, 934, 0.997]
13;[65, 191, 0.997]
13;[66, 929, 0.997]
13;[67, 1141, 0.997]
13;[68, 886, 0.998]
13;[69, 839, 0.998]
13;[70, 1150, 0.999]
14;[1, 1214, 0.765]
14;[2, 204, 0.855]
14;[3, 928, 0.858]
14;[4, 916, 0.886]
14;[5, 645, 0.887]
14;[6, 852, 0.901]
14;[7, 697, 0.91]
14;[8, 1150, 0.911]
14;[9, 715, 0.918]
14;[10, 1187, 0.919]
14;[11, 1223, 0.934]
14;[12, 566, 0.934]
14;[13, 900, 0.939]
14;[14, 906, 0.941]
14;[15, 915, 0.942]
14;[16, 66, 0.944]
14;[17, 318, 0.944]
14;[18, 488, 0.946]
14;[19, 763, 0.946]
14;[20, 1080, 0.947]
14;[21, 595, 0.947]
14;[22, 568, 0.948]
14;[23, 907, 0.95]
14;[24, 87, 0.951]
14;[25, 777, 0.952]
14;[26, 91, 0.953]
14;[27, 901, 0.954]
14;[28, 20, 0.96]
14;[29, 298, 0.967]
14;[30, 1154, 0.969]
14;[31, 4, 0.969]
14;[32, 1171, 0.971]
14;[33, 735, 0.972]
14;[34, 1161, 0.973]
14;[35, 1113, 0.974]
14;[36, 132, 0.976]
14;[37, 551, 0.976]
14;[38, 512, 0.976]
14;[39, 1136, 0.978]
14;[40, 831, 0.978]
14;[41, 823, 0.979]
14;[42, 1028, 0.979]
14;[43, 2, 0.98]
14;[44, 536, 0.98]
14;[45, 1209, 0.981]
14;[46, 572, 0.981]
14;[47, 427, 0.983]
14;[48, 886, 0.985]
14;[49, 1225, 0.989]
14;[50, 1118, 0.991]
14;[51, 1054, 0.992]
14;[52, 711, 0.992]
14;[53, 712, 0.992]
14;[54, 780, 0.993]
14;[55, 3, 0.993]
14;[56, 1, 0.993]
14;[57, 1007, 0.993]
14;[58, 1060, 0.994]
14;[59, 829, 0.994]
14;[60, 1069, 0.994]
14;[61, 1057, 0.995]
14;[62, 729, 0.996]
14;[63, 1190, 0.996]
14;[64, 923, 0.996]
14;[65, 461, 0.996]
14;[66, 1239, 0.996]
14;[67, 1132, 0.996]
14;[68, 958, 0.997]
14;[69, 992, 0.997]
14;[70, 1024, 0.997]
14;[71, 554, 0.997]
14;[72, 1070, 0.997]
14;[73, 170, 0.997]
14;[74, 1114, 0.997]
14;[75, 772, 0.997]
14;[76, 874, 0.997]
14;[77, 934, 0.997]
14;[78, 191, 0.998]
14;[79, 929, 0.998]
14;[80, 1141, 0.998]
14;[81, 221, 0.998]
14;[82, 605, 0.998]
14;[83, 932, 0.998]
14;[84, 839, 0.998]
15;[1, 59, 0.901]
15;[2, 69, 0.924]
15;[3, 17, 0.924]
15;[4, 1087, 0.941]
15;[5, 566, 0.955]
15;[6, 831, 0.969]
15;[7, 901, 0.97]
15;[8, 1161, 0.971]
15;[9, 852, 0.972]
15;[10, 1136, 0.973]
15;[11, 1209, 0.973]
15;[12, 572, 0.975]
15;[13, 568, 0.977]
15;[14, 536, 0.979]
15;[15, 1171, 0.981]
15;[16, 906, 0.985]
15;[17, 298, 0.988]
15;[18, 427, 0.988]
15;[19, 3, 0.99]
15;[20, 915, 0.991]
15;[21, 697, 0.991]
15;[22, 1225, 0.992]
16;[1, 799, 0.843]
16;[2, 908, 0.854]
16;[3, 204, 0.86]
16;[4, 834, 0.888]
16;[5, 831, 0.891]
16;[6, 697, 0.892]
16;[7, 763, 0.898]
16;[8, 1028, 0.901]
16;[9, 318, 0.903]
16;[10, 17, 0.904]
16;[11, 3, 0.904]
16;[12, 96, 0.907]
16;[13, 900, 0.911]
16;[14, 551, 0.915]
16;[15, 772, 0.92]
16;[16, 298, 0.927]
16;[17, 36, 0.927]
16;[18, 915, 0.941]
16;[19, 493, 0.948]
16;[20, 104, 0.951]
16;[21, 59, 0.957]
16;[22, 1161, 0.959]
16;[23, 33, 0.961]
16;[24, 1087, 0.963]
16;[25, 839, 0.963]
16;[26, 934, 0.966]
16;[27, 1109, 0.967]
16;[28, 901, 0.971]
16;[29, 566, 0.972]
16;[30, 1113, 0.972]
16;[31, 132, 0.973]
16;[32, 568, 0.973]
16;[33, 992, 0.974]
16;[34, 461, 0.974]
16;[35, 488, 0.975]
16;[36, 907, 0.977]
16;[37, 1171, 0.978]
16;[38, 1024, 0.979]
16;[39, 170, 0.981]
16;[40, 933, 0.982]
16;[41, 852, 0.982]
16;[42, 1136, 0.983]
16;[43, 1209, 0.983]
16;[44, 928, 0.984]
16;[45, 715, 0.984]
16;[46, 572, 0.984]
16;[47, 777, 0.985]
16;[48, 1118, 0.985]
16;[49, 221, 0.986]
16;[50, 1007, 0.986]
16;[51, 1060, 0.986]
16;[52, 1089, 0.986]
16;[53, 536, 0.987]
16;[54, 329, 0.987]
16;[55, 2, 0.987]
16;[56, 605, 0.988]
16;[57, 1132, 0.988]
16;[58, 932, 0.989]
16;[59, 906, 0.991]
16;[60, 427, 0.992]
16;[61, 886, 0.994]
16;[62, 1225, 0.995]
17;[1, 823, 0.846]
17;[2, 852, 0.875]
17;[3, 327, 0.891]
17;[4, 928, 0.896]
17;[5, 645, 0.9]
17;[6, 715, 0.923]
17;[7, 1087, 0.932]
17;[8, 901, 0.936]
17;[9, 940, 0.939]
17;[10, 89, 0.939]
17;[11, 26, 0.939]
17;[12, 900, 0.942]
17;[13, 915, 0.945]
17;[14, 839, 0.947]
17;[15, 1209, 0.948]
17;[16, 90, 0.949]
17;[17, 132, 0.951]
17;[18, 1028, 0.952]
17;[19, 1187, 0.952]
17;[20, 1225, 0.954]
17;[21, 777, 0.954]
17;[22, 568, 0.955]
17;[23, 21, 0.958]
17;[24, 572, 0.965]
17;[25, 907, 0.968]
17;[26, 566, 0.97]
17;[27, 298, 0.971]
17;[28, 1171, 0.973]
17;[29, 697, 0.974]
17;[30, 1070, 0.974]
17;[31, 1150, 0.974]
17;[32, 1161, 0.975]
17;[33, 735, 0.977]
17;[34, 551, 0.977]
17;[35, 1136, 0.979]
17;[36, 831, 0.98]
17;[37, 2, 0.981]
17;[38, 536, 0.981]
17;[39, 14, 0.982]
17;[40, 427, 0.984]
17;[41, 1089, 0.985]
17;[42, 906, 0.987]
17;[43, 595, 0.991]
17;[44, 1118, 0.991]
17;[45, 1054, 0.992]
17;[46, 711, 0.993]
17;[47, 712, 0.993]
17;[48, 780, 0.993]
17;[49, 3, 0.993]
17;[50, 1, 0.994]
17;[51, 1007, 0.994]
